m,TagName,
"2012-10-01 00:00:00","perl","686"
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2261"
"2012-11-01 00:00:00","java","13620"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6272"
"2012-11-01 00:00:00","c#","12237"
"2012-11-01 00:00:00","c","3197"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12355"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2132"
"2012-11-01 00:00:00","php","11807"
"2012-11-01 00:00:00","python","6395"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","java","12433"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10957"
"2012-12-01 00:00:00","c","2569"
"2012-12-01 00:00:00","python","5761"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5685"
"2012-12-01 00:00:00","javascript","11743"
"2012-12-01 00:00:00","ruby","1905"
"2012-12-01 00:00:00","php","11090"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","r","1215"
"2013-01-01 00:00:00","java","13725"
"2013-01-01 00:00:00","c#","12766"
"2013-01-01 00:00:00","c","2907"
"2013-01-01 00:00:00","c++","6040"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6576"
"2013-01-01 00:00:00","perl","662"
"2013-01-01 00:00:00","javascript","13795"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12892"
"2013-01-01 00:00:00","ruby","2308"
"2013-02-01 00:00:00","php","12575"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12490"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6069"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6728"
"2013-02-01 00:00:00","c","3095"
"2013-02-01 00:00:00","javascript","13627"
"2013-02-01 00:00:00","perl","749"
"2013-02-01 00:00:00","ruby","2222"
"2013-02-01 00:00:00","java","13711"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15923"
"2013-03-01 00:00:00","c#","14237"
"2013-03-01 00:00:00","c","3442"
"2013-03-01 00:00:00","ruby","2560"
"2013-03-01 00:00:00","c++","7186"
"2013-03-01 00:00:00","php","14159"
"2013-03-01 00:00:00","perl","853"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15305"
"2013-03-01 00:00:00","python","7634"
"2013-03-01 00:00:00","r","1850"
"2013-04-01 00:00:00","c#","13892"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7939"
"2013-04-01 00:00:00","c++","7135"
"2013-04-01 00:00:00","java","16245"
"2013-04-01 00:00:00","assembly","332"
"2013-04-01 00:00:00","c","3531"
"2013-04-01 00:00:00","perl","840"
"2013-04-01 00:00:00","javascript","15333"
"2013-04-01 00:00:00","delphi","511"
"2013-04-01 00:00:00","ruby","2464"
"2013-04-01 00:00:00","r","1839"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13450"
"2013-05-01 00:00:00","javascript","15067"
"2013-05-01 00:00:00","java","15303"
"2013-05-01 00:00:00","c#","13485"
"2013-05-01 00:00:00","c","3198"
"2013-05-01 00:00:00","php","13155"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6847"
"2013-05-01 00:00:00","go","143"
"2013-05-01 00:00:00","ruby","2346"
"2013-05-01 00:00:00","python","7813"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","905"
"2013-05-01 00:00:00","r","1782"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13962"
"2013-06-01 00:00:00","assembly","298"
"2013-06-01 00:00:00","c#","12806"
"2013-06-01 00:00:00","c","2946"
"2013-06-01 00:00:00","c++","6200"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","python","7607"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14635"
"2013-06-01 00:00:00","php","12776"
"2013-06-01 00:00:00","ruby","2225"
"2013-06-01 00:00:00","r","1779"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","c++","6581"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14201"
"2013-07-01 00:00:00","php","14394"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3026"
"2013-07-01 00:00:00","python","8630"
"2013-07-01 00:00:00","javascript","16849"
"2013-07-01 00:00:00","perl","957"
"2013-07-01 00:00:00","java","15233"
"2013-07-01 00:00:00","ruby","2447"
"2013-07-01 00:00:00","r","1975"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16882"
"2013-08-01 00:00:00","assembly","213"
"2013-08-01 00:00:00","c","3011"
"2013-08-01 00:00:00","c#","13873"
"2013-08-01 00:00:00","java","15098"
"2013-08-01 00:00:00","php","14410"
"2013-08-01 00:00:00","c++","6259"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7950"
"2013-08-01 00:00:00","r","1924"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","ruby","2487"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","java","16314"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","assembly","291"
"2013-09-01 00:00:00","php","14332"
"2013-09-01 00:00:00","c++","6569"
"2013-09-01 00:00:00","c#","13784"
"2013-09-01 00:00:00","c","3402"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17752"
"2013-09-01 00:00:00","ruby","2394"
"2013-09-01 00:00:00","perl","686"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7979"
"2013-09-01 00:00:00","r","1716"
"2013-10-01 00:00:00","assembly","379"
"2013-10-01 00:00:00","c++","7988"
"2013-10-01 00:00:00","java","18773"
"2013-10-01 00:00:00","c#","15224"
"2013-10-01 00:00:00","delphi","522"
"2013-10-01 00:00:00","javascript","19796"
"2013-10-01 00:00:00","c","4244"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","816"
"2013-10-01 00:00:00","ruby","2789"
"2013-10-01 00:00:00","r","2095"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15417"
"2013-10-01 00:00:00","python","9516"
"2013-11-01 00:00:00","java","18810"
"2013-11-01 00:00:00","c#","14619"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18556"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c++","8153"
"2013-11-01 00:00:00","c","4298"
"2013-11-01 00:00:00","php","14995"
"2013-11-01 00:00:00","python","9514"
"2013-11-01 00:00:00","ruby","2576"
"2013-11-01 00:00:00","perl","823"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2190"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","449"
"2013-12-01 00:00:00","c++","7027"
"2013-12-01 00:00:00","c","3504"
"2013-12-01 00:00:00","java","17503"
"2013-12-01 00:00:00","c#","13644"
"2013-12-01 00:00:00","python","8480"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18075"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","r","1910"
"2013-12-01 00:00:00","ruby","2451"
"2013-12-01 00:00:00","php","14530"
"2014-01-01 00:00:00","php","16897"
"2014-01-01 00:00:00","c#","15355"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7706"
"2014-01-01 00:00:00","python","9850"
"2014-01-01 00:00:00","c","3740"
"2014-01-01 00:00:00","delphi","492"
"2014-01-01 00:00:00","javascript","21170"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18729"
"2014-01-01 00:00:00","ruby","2769"
"2014-01-01 00:00:00","r","2356"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21211"
"2014-02-01 00:00:00","assembly","376"
"2014-02-01 00:00:00","c","3976"
"2014-02-01 00:00:00","c#","15140"
"2014-02-01 00:00:00","java","19323"
"2014-02-01 00:00:00","php","16652"
"2014-02-01 00:00:00","c++","7698"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","797"
"2014-02-01 00:00:00","python","9922"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2612"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","452"
"2014-03-01 00:00:00","c#","16203"
"2014-03-01 00:00:00","python","11440"
"2014-03-01 00:00:00","c++","8683"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22014"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4569"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22699"
"2014-03-01 00:00:00","php","18438"
"2014-03-01 00:00:00","ruby","2951"
"2014-03-01 00:00:00","r","2815"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4018"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15364"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20949"
"2014-04-01 00:00:00","assembly","365"
"2014-04-01 00:00:00","javascript","21495"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2741"
"2014-04-01 00:00:00","php","17814"
"2014-04-01 00:00:00","c++","8147"
"2014-04-01 00:00:00","python","10793"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2750"
"2014-05-01 00:00:00","java","18017"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3272"
"2014-05-01 00:00:00","python","9277"
"2014-05-01 00:00:00","c++","6803"
"2014-05-01 00:00:00","c#","13938"
"2014-05-01 00:00:00","assembly","331"
"2014-05-01 00:00:00","ruby","2681"
"2014-05-01 00:00:00","javascript","19863"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2586"
"2014-05-01 00:00:00","php","14862"
"2014-06-01 00:00:00","java","15962"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","javascript","18349"
"2014-06-01 00:00:00","python","8933"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12532"
"2014-06-01 00:00:00","c","2778"
"2014-06-01 00:00:00","c++","5683"
"2014-06-01 00:00:00","perl","679"
"2014-06-01 00:00:00","php","13116"
"2014-06-01 00:00:00","r","2400"
"2014-06-01 00:00:00","ruby","2340"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2410"
"2014-07-01 00:00:00","javascript","20175"
"2014-07-01 00:00:00","c++","6283"
"2014-07-01 00:00:00","c#","13710"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17417"
"2014-07-01 00:00:00","c","2841"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14361"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","python","9937"
"2014-07-01 00:00:00","r","2640"
"2014-07-01 00:00:00","ruby","2563"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","424"
"2014-08-01 00:00:00","java","15770"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12518"
"2014-08-01 00:00:00","c","2680"
"2014-08-01 00:00:00","c++","5889"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9131"
"2014-08-01 00:00:00","javascript","18506"
"2014-08-01 00:00:00","r","2478"
"2014-08-01 00:00:00","php","13267"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2475"
"2014-09-01 00:00:00","c#","12340"
"2014-09-01 00:00:00","assembly","286"
"2014-09-01 00:00:00","c++","6209"
"2014-09-01 00:00:00","python","8792"
"2014-09-01 00:00:00","java","16739"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3237"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18167"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","ruby","2281"
"2014-09-01 00:00:00","php","13434"
"2014-09-01 00:00:00","swift","1906"
"2014-09-01 00:00:00","r","2369"
"2014-10-01 00:00:00","c#","12576"
"2014-10-01 00:00:00","javascript","18943"
"2014-10-01 00:00:00","java","17935"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6845"
"2014-10-01 00:00:00","php","13676"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3807"
"2014-10-01 00:00:00","ruby","2344"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9591"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2781"
"2014-11-01 00:00:00","java","17889"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c#","11889"
"2014-11-01 00:00:00","c++","6575"
"2014-11-01 00:00:00","python","9588"
"2014-11-01 00:00:00","c","3678"
"2014-11-01 00:00:00","ruby","2117"
"2014-11-01 00:00:00","javascript","18018"
"2014-11-01 00:00:00","perl","655"
"2014-11-01 00:00:00","swift","2564"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13107"
"2014-11-01 00:00:00","r","2709"
"2014-12-01 00:00:00","c++","6091"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c#","11101"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12423"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9055"
"2014-12-01 00:00:00","c","3157"
"2014-12-01 00:00:00","javascript","17032"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","ruby","2147"
"2014-12-01 00:00:00","java","16423"
"2014-12-01 00:00:00","swift","2494"
"2014-12-01 00:00:00","r","2361"
"2015-01-01 00:00:00","javascript","18564"
"2015-01-01 00:00:00","c","3214"
"2015-01-01 00:00:00","c#","11771"
"2015-01-01 00:00:00","assembly","334"
"2015-01-01 00:00:00","java","16564"
"2015-01-01 00:00:00","c++","6139"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13695"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","python","9696"
"2015-01-01 00:00:00","r","2694"
"2015-01-01 00:00:00","ruby","2433"
"2015-01-01 00:00:00","swift","3059"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16796"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13589"
"2015-02-01 00:00:00","c","3373"
"2015-02-01 00:00:00","c++","6486"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11811"
"2015-02-01 00:00:00","python","10220"
"2015-02-01 00:00:00","javascript","18720"
"2015-02-01 00:00:00","r","2977"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3244"
"2015-03-01 00:00:00","assembly","387"
"2015-03-01 00:00:00","javascript","20580"
"2015-03-01 00:00:00","c","3920"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","642"
"2015-03-01 00:00:00","c#","13288"
"2015-03-01 00:00:00","java","19819"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","15000"
"2015-03-01 00:00:00","python","11634"
"2015-03-01 00:00:00","r","3568"
"2015-03-01 00:00:00","c++","7405"
"2015-03-01 00:00:00","ruby","2466"
"2015-03-01 00:00:00","swift","3603"
"2015-04-01 00:00:00","php","15051"
"2015-04-01 00:00:00","java","19855"
"2015-04-01 00:00:00","c++","7154"
"2015-04-01 00:00:00","c","3954"
"2015-04-01 00:00:00","javascript","20954"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13109"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11472"
"2015-04-01 00:00:00","perl","577"
"2015-04-01 00:00:00","ruby","2506"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4027"
"2015-04-01 00:00:00","r","3329"
"2015-05-01 00:00:00","java","18577"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6826"
"2015-05-01 00:00:00","javascript","22203"
"2015-05-01 00:00:00","assembly","371"
"2015-05-01 00:00:00","c#","13377"
"2015-05-01 00:00:00","python","11240"
"2015-05-01 00:00:00","c","3526"
"2015-05-01 00:00:00","r","3429"
"2015-05-01 00:00:00","php","14645"
"2015-05-01 00:00:00","ruby","2507"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22660"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","java","17886"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13548"
"2015-06-01 00:00:00","r","3435"
"2015-06-01 00:00:00","c","3173"
"2015-06-01 00:00:00","python","11829"
"2015-06-01 00:00:00","php","14442"
"2015-06-01 00:00:00","go","422"
"2015-06-01 00:00:00","c++","6526"
"2015-06-01 00:00:00","ruby","2578"
"2015-06-01 00:00:00","swift","4337"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18735"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14145"
"2015-07-01 00:00:00","c++","6718"
"2015-07-01 00:00:00","ruby","2585"
"2015-07-01 00:00:00","c","2818"
"2015-07-01 00:00:00","php","15455"
"2015-07-01 00:00:00","javascript","24022"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","swift","5156"
"2015-07-01 00:00:00","python","12342"
"2015-07-01 00:00:00","r","3984"
"2015-08-01 00:00:00","c#","13245"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","python","11241"
"2015-08-01 00:00:00","c++","5884"
"2015-08-01 00:00:00","java","17120"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","c","2580"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","javascript","22192"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2318"
"2015-08-01 00:00:00","perl","553"
"2015-08-01 00:00:00","swift","5095"
"2015-08-01 00:00:00","php","14304"
"2015-09-01 00:00:00","c","3088"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","javascript","21427"
"2015-09-01 00:00:00","java","16974"
"2015-09-01 00:00:00","go","425"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12929"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","python","10985"
"2015-09-01 00:00:00","php","13564"
"2015-09-01 00:00:00","c++","5921"
"2015-09-01 00:00:00","ruby","2165"
"2015-09-01 00:00:00","swift","4562"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18578"
"2015-10-01 00:00:00","c","3679"
"2015-10-01 00:00:00","c#","12807"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7057"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12510"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","javascript","21852"
"2015-10-01 00:00:00","r","3686"
"2015-10-01 00:00:00","ruby","2195"
"2015-10-01 00:00:00","php","13968"
"2015-10-01 00:00:00","swift","4314"
"2015-11-01 00:00:00","java","17811"
"2015-11-01 00:00:00","javascript","21305"
"2015-11-01 00:00:00","python","12315"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","402"
"2015-11-01 00:00:00","c","3620"
"2015-11-01 00:00:00","c++","7099"
"2015-11-01 00:00:00","c#","12402"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13378"
"2015-11-01 00:00:00","ruby","1961"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3542"
"2015-11-01 00:00:00","swift","4328"
"2015-12-01 00:00:00","java","16581"
"2015-12-01 00:00:00","c#","12161"
"2015-12-01 00:00:00","c++","6566"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21121"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3092"
"2015-12-01 00:00:00","php","13821"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3181"
"2015-12-01 00:00:00","python","11668"
"2015-12-01 00:00:00","ruby","2031"
"2015-12-01 00:00:00","swift","4384"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16651"
"2016-01-01 00:00:00","c#","12372"
"2016-01-01 00:00:00","c","3051"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6102"
"2016-01-01 00:00:00","php","14625"
"2016-01-01 00:00:00","perl","448"
"2016-01-01 00:00:00","ruby","2147"
"2016-01-01 00:00:00","javascript","22546"
"2016-01-01 00:00:00","python","12368"
"2016-01-01 00:00:00","swift","4798"
"2016-01-01 00:00:00","r","3537"
"2016-02-01 00:00:00","c#","12749"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13271"
"2016-02-01 00:00:00","c++","6566"
"2016-02-01 00:00:00","java","17871"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3279"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22499"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14965"
"2016-02-01 00:00:00","swift","4764"
"2016-02-01 00:00:00","r","3600"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19941"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13627"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3455"
"2016-03-01 00:00:00","r","4047"
"2016-03-01 00:00:00","python","14091"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","javascript","24119"
"2016-03-01 00:00:00","php","15183"
"2016-03-01 00:00:00","c++","7036"
"2016-03-01 00:00:00","ruby","2262"
"2016-03-01 00:00:00","swift","5086"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13731"
"2016-04-01 00:00:00","python","13690"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19512"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6903"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","javascript","23477"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14512"
"2016-04-01 00:00:00","r","4129"
"2016-04-01 00:00:00","swift","4769"
"2016-05-01 00:00:00","javascript","23025"
"2016-05-01 00:00:00","c#","13517"
"2016-05-01 00:00:00","c","2724"
"2016-05-01 00:00:00","python","13133"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17052"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","c++","6141"
"2016-05-01 00:00:00","php","14492"
"2016-05-01 00:00:00","r","3803"
"2016-05-01 00:00:00","go","581"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","swift","4440"
"2016-06-01 00:00:00","java","15933"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","php","13680"
"2016-06-01 00:00:00","c","2304"
"2016-06-01 00:00:00","c#","13075"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c++","5726"
"2016-06-01 00:00:00","javascript","22171"
"2016-06-01 00:00:00","go","549"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12929"
"2016-06-01 00:00:00","swift","4809"
"2016-07-01 00:00:00","c++","5478"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12017"
"2016-07-01 00:00:00","java","14961"
"2016-07-01 00:00:00","javascript","22221"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2351"
"2016-07-01 00:00:00","ruby","1903"
"2016-07-01 00:00:00","php","12953"
"2016-07-01 00:00:00","swift","4947"
"2016-07-01 00:00:00","perl","423"
"2016-07-01 00:00:00","python","12850"
"2016-07-01 00:00:00","r","3745"
"2016-08-01 00:00:00","python","12928"
"2016-08-01 00:00:00","java","15194"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22687"
"2016-08-01 00:00:00","c","2217"
"2016-08-01 00:00:00","c#","12730"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","ruby","1882"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5022"
"2016-08-01 00:00:00","php","12918"
"2016-08-01 00:00:00","swift","4913"
"2016-08-01 00:00:00","go","575"
"2016-08-01 00:00:00","r","3787"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14697"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c#","11112"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","c","2514"
"2016-09-01 00:00:00","php","12180"
"2016-09-01 00:00:00","python","12361"
"2016-09-01 00:00:00","perl","467"
"2016-09-01 00:00:00","javascript","20465"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","c++","5149"
"2016-09-01 00:00:00","ruby","1928"
"2016-09-01 00:00:00","swift","4878"
"2016-10-01 00:00:00","php","12290"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11462"
"2016-10-01 00:00:00","c++","5981"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3215"
"2016-10-01 00:00:00","python","13514"
"2016-10-01 00:00:00","javascript","20455"
"2016-10-01 00:00:00","java","15356"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","perl","411"
"2016-10-01 00:00:00","swift","4735"
"2016-10-01 00:00:00","r","3788"
"2016-11-01 00:00:00","c","3270"
"2016-11-01 00:00:00","c#","11664"
"2016-11-01 00:00:00","javascript","20530"
"2016-11-01 00:00:00","python","14200"
"2016-11-01 00:00:00","assembly","413"
"2016-11-01 00:00:00","delphi","273"
